,Gender,customer_type,type_of_travel,customer_class,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,age,flight_distance,all_delay_in_minutes
97901,1,1,0,1,2,1,1,2,4,2,4,4,3,4,3,1,2,4,25,1107,0.0
51505,0,0,0,0,2,2,2,2,5,5,5,5,3,4,5,4,5,5,17,1024,12.0
107728,0,0,0,0,3,3,2,3,2,4,5,5,5,5,5,3,5,5,57,1788,0.0
93674,1,0,1,0,0,4,0,1,2,5,5,3,3,0,3,5,3,3,49,436,0.0
101785,0,0,0,0,3,3,3,3,5,5,5,5,5,3,4,4,5,5,26,610,0.0
24222,1,0,1,1,2,0,2,3,1,2,1,1,2,3,1,2,3,1,70,137,-6.0
115732,0,0,0,0,4,4,4,4,5,5,4,4,4,4,4,5,4,5,50,3421,0.0
2551,0,0,0,0,1,1,1,1,3,4,5,5,5,5,5,4,5,5,60,3587,1.0
125579,0,0,0,0,3,3,3,3,4,4,3,3,3,3,3,3,3,3,38,2638,0.0
65798,1,0,1,1,2,5,2,1,4,2,4,4,5,1,3,4,4,4,39,2248,40.0
79755,1,0,0,1,3,5,5,5,3,3,3,3,1,2,4,4,4,3,25,500,0.0
60335,0,0,0,0,4,4,4,4,3,1,1,5,5,5,5,3,5,1,51,86,0.0
102039,1,1,0,1,2,2,2,1,5,2,1,5,4,3,5,1,2,5,15,743,-11.0
92206,0,0,1,1,2,4,2,4,3,2,3,3,3,3,4,5,5,3,27,770,-18.0
36156,0,0,0,1,5,3,5,5,3,4,4,4,4,5,4,2,4,4,44,2355,-12.0
120278,1,0,1,0,2,4,2,4,2,2,4,2,5,2,4,4,3,2,7,1342,15.0
90207,0,0,1,0,3,5,3,5,4,5,5,4,4,3,4,3,4,3,54,977,0.0
126477,0,0,0,0,0,5,0,2,4,4,4,5,5,4,4,5,5,3,40,164,-5.0
47344,0,0,0,0,3,2,2,2,2,2,3,3,3,3,3,1,3,1,35,2454,-1.0
65397,1,1,0,1,1,3,1,4,2,1,2,2,3,1,4,4,3,2,27,77,0.0
78187,0,0,0,0,3,3,3,3,2,4,5,5,5,5,5,5,5,4,46,3499,0.0
31418,0,0,0,0,2,2,2,2,2,3,2,2,5,4,2,1,3,2,30,2281,19.0
71550,0,0,1,1,3,2,2,3,3,4,4,2,2,2,2,1,2,3,58,409,2.0
120767,1,0,1,1,1,2,1,3,3,1,3,3,2,5,2,1,2,3,48,650,0.0
71756,0,0,1,1,2,4,2,1,3,4,4,3,3,2,2,4,3,4,58,332,27.0
65279,1,0,0,2,5,1,1,1,5,5,4,5,2,3,3,2,2,5,25,533,-3.0
94824,1,0,0,2,2,1,1,1,2,3,2,2,1,2,2,2,3,2,31,1874,23.0
67182,0,0,1,1,3,4,3,1,5,3,1,5,3,2,5,3,1,5,36,544,23.0
126474,0,0,0,0,4,4,4,4,3,4,4,5,5,5,5,3,5,4,48,590,-6.0
47914,1,0,0,0,1,4,3,4,3,3,3,1,1,2,1,2,1,2,56,345,-3.0
105979,1,1,0,1,2,2,2,3,3,2,3,3,2,1,3,3,4,3,39,1038,0.0
96381,0,0,0,2,5,2,2,2,5,4,5,5,4,4,4,5,1,5,35,372,0.0
12360,1,0,1,2,3,5,2,1,4,2,4,4,3,2,3,4,5,4,43,2036,-1.0
99807,1,0,1,1,2,4,2,3,5,2,5,5,5,5,4,3,4,5,40,447,10.0
16172,1,0,0,0,1,1,1,1,5,5,5,5,3,4,4,3,4,5,31,1879,-4.0
93784,1,0,0,0,3,3,5,3,4,4,4,4,4,4,3,4,4,2,39,3593,0.0
88785,1,0,0,1,5,2,2,2,5,5,5,5,4,1,4,1,3,5,25,874,-12.0
97823,1,0,0,0,2,2,2,2,5,5,5,5,3,2,4,3,4,5,33,3579,0.0
87704,0,0,0,2,5,1,1,1,5,5,5,4,4,3,1,5,5,5,48,782,-11.0
68512,0,0,0,0,3,2,2,2,4,3,4,3,3,3,3,2,3,4,58,2808,-5.0
102101,1,1,0,1,3,2,3,1,3,3,3,3,4,1,1,1,2,3,44,337,2.0
69873,1,0,1,1,3,4,3,3,1,3,1,1,4,2,5,3,5,1,19,343,19.0
91208,1,0,1,1,4,5,4,5,4,4,4,4,2,1,5,3,1,4,9,448,-3.0
9029,1,0,1,1,3,5,3,3,4,3,4,4,5,3,3,4,5,4,69,2454,0.0
109014,0,0,0,0,5,5,5,5,4,4,4,5,4,5,4,4,5,4,40,2454,0.0
48183,0,0,0,0,5,5,4,5,4,4,4,4,5,3,4,3,4,4,22,1724,-2.0
63321,1,0,1,1,3,3,3,4,3,3,3,3,3,3,4,4,4,3,27,337,-5.0
108448,0,0,1,1,1,3,1,4,2,1,2,2,4,3,3,2,3,2,29,868,0.0
100747,0,1,0,1,3,3,3,3,1,3,1,1,4,2,4,2,4,1,30,1046,0.0
100583,0,0,0,0,1,1,1,1,4,4,4,4,3,2,4,5,5,4,28,2744,0.0
98549,1,0,0,0,2,2,3,2,5,5,5,5,5,4,5,5,5,5,20,1888,4.0
22034,0,0,0,0,1,5,5,5,1,1,1,3,2,3,4,1,3,1,59,2827,12.0
93984,1,1,0,1,3,2,2,1,1,3,1,1,4,5,3,4,5,1,21,818,0.0
74045,0,0,0,0,5,5,5,5,5,5,5,5,4,1,2,2,5,5,17,563,28.0
17945,1,0,0,0,3,3,3,3,4,5,4,5,5,5,5,4,5,3,41,795,-5.0
21686,1,0,1,1,2,5,0,1,3,0,1,3,3,3,4,5,4,3,53,73,0.0
6315,0,0,0,0,1,1,1,1,4,4,4,4,4,4,4,4,4,3,48,2947,0.0
57684,0,1,0,1,3,3,3,1,2,3,2,2,4,2,1,2,3,2,22,752,-11.0
99748,0,0,1,1,0,5,0,2,3,0,3,3,1,5,2,4,2,3,15,102,0.0
112362,1,0,1,1,2,1,2,3,1,2,4,1,4,5,4,1,3,1,46,667,-4.0
22284,1,0,1,1,3,5,3,3,5,3,4,5,3,1,3,3,4,5,50,78,0.0
15072,1,0,0,0,3,3,2,3,3,5,5,2,2,2,2,3,2,3,48,746,0.0
43110,1,0,0,0,2,2,2,2,4,4,4,5,5,5,4,4,4,4,22,1102,-26.0
30445,1,0,0,0,4,4,5,4,2,4,5,4,4,4,4,5,4,3,44,2959,-14.0
53680,1,0,0,0,0,0,0,2,1,2,2,4,4,4,4,4,4,2,39,236,-4.0
109310,1,0,0,1,5,2,2,2,5,5,5,5,2,4,3,4,3,5,12,1476,0.0
33050,1,1,0,1,1,0,1,2,3,1,2,3,1,2,4,5,5,3,22,101,0.0
129076,0,0,1,1,2,4,2,2,2,5,4,2,2,2,2,4,2,5,51,402,0.0
43826,1,0,0,0,1,1,1,1,4,4,4,4,3,5,4,4,4,4,26,644,0.0
72658,0,0,0,0,4,4,4,4,2,5,5,2,2,2,2,4,2,5,49,2510,0.0
59085,1,0,0,0,1,1,1,1,5,5,5,5,4,3,3,4,1,5,29,2042,0.0
114130,0,0,1,1,3,1,3,3,5,3,4,1,1,3,1,1,1,4,50,528,0.0
13605,0,0,0,0,3,3,3,3,5,4,5,5,5,5,5,3,5,5,58,1756,14.0
34390,1,1,0,1,5,5,5,4,1,5,1,1,1,3,4,4,3,1,23,1017,2.0
101636,0,0,1,2,1,4,2,4,1,2,1,1,3,5,5,3,4,1,30,1183,-12.0
36974,1,1,0,1,2,5,2,1,3,2,3,3,3,2,5,3,4,3,24,554,7.0
124400,0,0,1,1,2,5,2,4,5,2,5,5,3,5,1,5,4,5,34,143,0.0
62130,0,0,0,0,2,2,3,2,3,3,3,5,5,5,5,3,5,3,28,2330,6.0
51122,1,0,0,2,5,5,5,5,5,5,3,5,4,5,5,5,2,5,17,162,0.0
102375,0,0,1,1,2,2,2,1,2,2,2,2,4,5,1,4,2,2,20,475,12.0
115246,1,0,1,1,2,5,2,1,5,2,2,5,4,4,5,5,5,5,26,838,4.0
33787,1,1,0,1,2,2,2,4,3,2,2,3,4,2,3,1,4,3,59,992,12.0
38900,0,0,1,1,1,5,1,2,2,1,5,2,5,2,5,4,5,2,7,562,2.0
19318,1,0,1,1,1,3,0,1,1,0,1,1,5,3,1,5,1,1,21,599,-1.0
65420,1,0,0,0,5,5,5,5,4,4,4,4,4,5,5,3,4,4,24,1576,0.0
38538,0,0,1,1,1,5,5,2,4,4,4,3,3,5,3,3,3,4,47,315,0.0
37540,1,0,0,0,0,4,0,4,3,4,4,5,5,5,5,3,5,4,59,3814,-7.0
91744,0,0,0,0,2,2,2,2,5,4,5,5,3,5,5,4,5,5,21,2699,0.0
79195,1,0,1,1,3,3,3,3,1,3,1,1,4,1,3,4,3,1,29,404,-7.0
89207,0,0,0,0,3,3,3,3,3,3,3,3,1,1,3,3,3,3,25,541,0.0
5159,1,0,1,1,2,4,2,3,2,2,2,2,3,2,5,4,4,2,17,547,-17.0
82203,1,0,0,0,2,1,2,2,3,5,5,4,4,4,4,3,4,5,50,2679,0.0
19552,0,0,0,2,5,1,1,1,4,5,5,5,5,5,5,5,5,2,46,1190,0.0
101389,1,0,1,2,2,4,2,1,4,2,4,4,4,5,5,3,4,4,64,748,0.0
6292,1,0,1,1,1,5,1,5,5,1,5,5,5,4,4,3,5,5,15,622,0.0
89386,0,0,1,1,2,2,2,4,1,3,3,3,3,2,2,2,3,1,55,1471,3.0
101070,0,1,0,0,5,5,5,3,1,5,1,1,4,4,4,3,4,1,44,337,4.0
33024,1,0,0,1,4,2,2,2,4,4,4,4,5,5,2,5,3,4,39,457,-1.0
60030,1,0,1,1,3,2,3,3,4,3,4,4,3,5,4,3,3,4,12,2182,-2.0
59763,1,0,0,0,2,2,2,2,4,4,4,5,5,5,5,4,5,3,45,1675,-5.0
39576,0,0,0,0,4,4,1,4,5,5,5,5,1,5,4,5,4,5,23,679,0.0
4804,1,0,0,0,2,2,2,2,3,3,5,5,5,5,5,4,5,3,57,1703,0.0
66902,1,0,1,1,3,2,3,3,1,3,1,1,2,3,3,3,4,1,17,1250,1.0
11263,0,0,1,1,4,4,4,1,5,5,3,1,1,4,4,1,1,5,63,1208,0.0
83949,1,0,0,0,2,2,2,2,3,4,5,4,4,4,4,3,4,5,42,3375,-10.0
111932,0,0,0,0,4,4,4,4,2,1,3,4,4,4,4,1,4,2,54,315,0.0
125243,1,1,0,0,4,4,4,1,4,4,2,4,5,2,5,4,5,4,49,308,-5.0
67496,1,0,0,0,5,5,5,5,5,5,5,5,3,5,4,3,5,5,33,1997,0.0
50042,1,0,1,1,1,5,1,1,4,1,4,4,3,4,4,5,5,4,20,239,0.0
12057,0,1,0,1,4,2,4,2,4,4,4,4,4,2,1,1,2,4,59,101,0.0
94266,1,0,0,1,2,4,3,4,2,2,2,2,2,3,3,4,4,2,56,669,-14.0
60704,0,0,0,0,3,4,4,4,2,3,3,3,3,3,3,4,3,4,55,763,-4.0
31952,1,1,0,1,2,2,2,2,4,2,3,4,1,5,2,1,2,4,19,1235,-23.0
31752,0,0,1,1,2,4,2,2,4,2,4,4,3,3,5,2,1,4,34,429,18.0
33084,0,0,1,1,2,1,2,4,5,3,4,3,3,2,3,3,3,4,54,813,0.0
6204,0,0,1,1,3,4,3,2,2,4,4,5,5,3,5,5,5,3,53,707,0.0
52211,0,1,0,0,1,1,1,5,1,1,1,1,4,5,4,3,4,1,28,1514,-4.0
7354,1,0,0,0,5,5,5,5,3,4,5,5,5,5,5,5,5,3,45,3366,3.0
95812,0,0,1,1,5,4,5,5,4,5,3,4,3,2,1,3,2,4,33,429,-13.0
84474,1,0,1,1,2,5,2,4,2,2,2,2,5,4,4,4,5,2,66,266,0.0
86363,1,0,0,0,5,5,5,5,4,4,4,4,5,5,4,4,5,4,27,2772,-5.0
74296,0,0,0,0,2,3,2,2,5,4,5,5,4,2,4,3,5,5,27,1865,0.0
42365,0,0,0,0,4,4,5,4,5,4,5,5,5,5,5,3,5,5,39,733,0.0
123269,1,0,0,0,5,5,5,5,2,5,5,5,5,5,5,3,5,5,46,1606,-9.0
78852,0,0,0,0,2,2,2,2,2,5,5,5,5,5,5,5,5,3,44,2229,-1.0
59344,0,0,0,0,1,1,1,1,4,5,5,3,3,3,3,5,3,4,57,2445,0.0
100293,1,0,1,1,4,4,4,2,3,4,3,3,5,3,5,4,4,3,43,236,-8.0
80479,0,0,0,1,1,4,4,4,1,2,2,4,5,3,3,2,2,2,65,280,-17.0
96667,1,0,0,0,2,2,2,2,5,3,4,4,4,4,4,4,4,4,48,2072,-4.0
42036,0,0,0,0,1,1,4,1,4,2,5,4,4,4,4,3,4,3,52,370,0.0
95955,1,0,0,1,0,4,0,4,5,0,5,5,5,1,5,3,3,5,15,1609,0.0
122650,0,1,0,0,5,5,5,1,3,5,3,3,4,4,5,4,5,3,26,1068,5.0
124523,1,0,1,1,3,5,3,5,4,3,4,4,4,4,4,2,1,4,64,296,0.0
80625,1,0,0,0,1,1,1,1,2,3,2,5,5,5,4,2,5,4,51,106,1.0
94862,0,0,1,1,2,4,2,4,2,2,2,2,4,4,4,5,4,2,20,577,0.0
69303,0,0,1,0,2,5,5,2,4,5,5,3,3,5,3,4,3,3,66,468,5.0
107546,0,1,0,0,3,3,3,3,3,3,3,3,2,5,4,1,4,3,38,473,6.0
107718,0,0,0,0,2,4,4,4,5,4,3,2,2,2,2,3,2,1,36,3270,-1.0
485,1,0,0,0,2,5,5,5,2,4,4,2,2,2,2,4,2,3,38,2930,16.0
126016,0,0,0,1,2,3,3,3,4,3,4,1,1,2,1,1,1,1,43,201,2.0
117767,1,0,0,0,3,5,5,5,4,3,2,3,3,3,3,4,3,1,50,2020,-4.0
92216,0,0,1,1,3,2,3,3,4,3,4,4,3,2,3,2,3,4,7,271,-6.0
39955,0,0,0,0,3,3,3,3,3,5,4,2,2,2,2,5,2,3,54,691,36.0
110252,1,0,0,1,4,5,5,5,5,4,5,5,4,5,4,4,2,5,55,102,0.0
19888,1,0,0,0,5,5,5,5,1,3,4,3,3,4,3,2,3,5,48,468,2.0
21867,1,0,0,1,1,3,3,3,1,1,1,1,1,3,1,3,2,1,59,240,0.0
21269,1,0,0,0,2,1,2,2,2,3,5,5,5,5,5,5,5,3,35,2174,-17.0
71417,0,0,0,0,2,4,4,4,2,2,2,2,4,2,3,3,3,2,24,1389,-18.0
109429,0,0,0,0,4,4,4,4,5,5,5,3,2,4,4,5,4,5,46,2504,14.0
124833,1,0,0,1,4,5,1,5,4,4,4,4,5,1,5,1,5,4,38,990,-6.0
69916,0,0,0,1,4,2,2,2,2,1,4,4,4,4,4,3,4,2,50,689,0.0
13213,0,0,1,1,4,4,4,3,4,4,4,4,5,3,5,3,4,4,10,1074,0.0
51773,0,0,0,1,4,4,4,4,2,1,5,4,4,4,4,5,4,5,56,328,0.0
69009,1,1,0,1,2,2,2,1,3,2,5,3,1,4,5,2,3,3,32,954,-13.0
96752,0,0,0,1,1,2,2,2,1,1,1,1,4,4,4,1,4,1,39,954,7.0
23635,1,1,0,0,4,4,4,5,1,4,1,1,5,3,4,4,5,1,29,980,0.0
92838,1,0,0,0,5,5,5,5,3,1,5,5,5,5,5,5,5,2,58,3206,0.0
26403,1,0,0,2,5,5,5,5,5,5,5,5,4,4,2,3,1,5,37,363,0.0
63625,0,0,0,0,0,0,0,3,4,5,4,4,4,4,4,3,4,4,57,1583,0.0
121026,0,1,0,1,3,3,3,3,4,3,2,4,2,4,3,4,2,4,22,689,-5.0
108980,0,0,0,0,1,1,1,1,4,4,4,4,1,1,3,4,5,4,28,1910,-2.0
7112,0,0,1,0,3,4,3,4,5,2,1,5,5,3,5,3,5,2,54,495,2.0
99867,0,0,0,0,3,3,3,3,5,1,3,5,5,5,5,4,5,5,40,3018,2.0
9752,1,0,0,1,4,4,4,4,4,4,4,4,1,2,1,4,2,4,77,346,-4.0
112772,0,0,0,0,5,5,3,5,3,1,2,5,5,5,5,2,5,2,49,2094,0.0
49871,0,0,1,1,5,4,5,2,1,5,1,1,4,3,4,3,5,1,14,141,0.0
110721,1,0,1,0,3,4,3,4,1,3,1,1,3,4,5,5,5,1,15,588,8.0
52904,1,0,1,1,1,1,1,2,5,1,5,5,1,5,1,2,2,5,17,2227,-3.0
55314,0,0,1,1,2,4,2,2,4,2,4,4,3,3,5,4,5,4,29,408,0.0
65718,0,0,0,0,2,2,2,2,5,4,4,4,4,3,2,3,4,1,41,3080,6.0
85405,0,0,0,2,5,4,4,4,5,5,5,5,3,2,5,1,2,5,38,235,0.0
88410,1,0,0,0,3,3,3,3,3,3,5,4,4,4,4,3,4,3,40,2052,2.0
108533,1,0,1,1,2,4,2,5,4,2,5,4,5,2,4,5,4,4,58,503,-3.0
93191,1,0,0,0,0,4,0,1,3,5,5,2,2,2,2,4,2,3,44,1854,0.0
15529,0,0,0,0,4,4,4,4,5,5,5,4,4,4,4,4,4,3,39,3587,-7.0
125443,0,0,1,1,3,5,3,3,2,3,2,2,3,4,5,3,2,2,23,1023,-2.0
42767,0,1,0,0,4,4,4,1,5,4,2,5,5,3,5,4,4,5,47,882,-5.0
27338,1,0,1,1,2,4,2,3,5,2,5,5,5,4,4,4,4,5,21,147,0.0
110610,1,0,1,1,1,2,1,3,2,1,2,2,3,2,4,4,4,2,29,997,0.0
44824,1,0,1,1,3,4,3,2,3,2,2,4,5,5,5,2,4,2,63,971,-6.0
17573,1,0,1,1,4,1,4,3,4,4,4,4,2,4,2,1,2,4,16,803,0.0
76671,1,0,0,2,1,1,1,1,1,1,1,1,3,2,4,4,4,1,37,425,-8.0
68068,1,1,0,1,3,3,3,1,5,3,5,5,2,4,3,2,5,5,27,869,-13.0
51027,1,1,0,1,2,2,2,4,2,2,2,2,4,3,4,3,4,2,8,1014,2.0
96980,1,1,0,1,4,4,4,1,5,4,5,5,4,4,1,2,2,5,46,1587,-8.0
62121,1,0,1,1,2,5,2,3,3,2,3,3,1,2,4,5,4,3,23,489,0.0
44909,0,0,0,2,2,5,5,5,5,4,4,2,2,2,2,4,2,4,49,313,0.0
71795,1,0,0,0,2,2,1,2,3,5,5,5,5,5,5,4,5,4,57,1399,0.0
15575,0,0,0,0,2,2,2,2,3,3,2,2,2,2,2,3,2,3,35,240,0.0
59240,1,0,0,0,4,3,3,3,2,4,4,4,4,3,4,4,4,4,36,2284,0.0
6580,1,1,0,1,2,1,2,4,4,2,4,4,4,3,4,2,3,4,40,425,-6.0
56671,1,0,0,0,4,4,3,4,2,5,4,5,5,5,5,5,5,3,45,408,4.0
71998,0,0,1,0,1,4,1,3,5,1,5,5,1,3,4,2,4,5,11,1005,0.0
4128,0,0,0,0,4,4,4,4,2,4,4,5,5,5,5,3,5,4,50,2320,0.0
58216,0,0,1,1,4,2,4,3,2,3,3,2,2,4,2,4,2,2,70,209,-7.0
32624,0,0,0,0,1,4,4,4,1,3,4,1,1,1,1,2,1,1,49,1052,-19.0
127406,0,1,0,0,3,3,3,3,2,3,2,2,3,4,4,3,4,2,30,480,21.0
31211,1,0,1,1,4,4,4,1,2,4,5,2,3,3,3,3,5,2,24,1576,12.0
128275,1,0,0,0,1,4,4,4,1,1,1,1,4,5,4,1,4,1,31,519,-10.0
6112,0,0,0,0,2,2,2,2,3,5,5,5,5,5,5,5,5,4,48,2657,0.0
25067,0,1,0,1,3,0,3,5,4,3,4,4,2,5,4,1,5,4,45,457,-1.0
103328,0,0,0,0,3,3,3,3,4,5,5,5,5,5,5,4,5,4,52,2061,4.0
44560,0,0,0,0,2,2,2,2,2,3,3,2,2,2,2,4,2,1,50,835,-22.0
91575,0,0,0,0,4,1,4,4,2,4,4,4,4,4,4,4,4,4,42,1956,0.0
111157,0,0,0,0,2,2,2,2,4,4,4,4,5,2,5,5,5,4,24,1846,-19.0
111909,0,0,0,0,3,1,3,1,3,3,4,3,3,3,3,1,3,4,39,3203,0.0
80576,0,0,1,2,2,5,2,5,2,5,5,3,3,2,3,2,3,1,41,937,0.0
67620,1,0,1,1,3,4,3,3,4,3,3,4,1,1,4,4,4,4,69,200,0.0
116305,1,0,0,0,3,3,3,3,3,5,4,5,5,5,5,4,5,4,41,2083,0.0
26338,0,0,1,1,3,5,3,2,4,3,3,4,5,2,5,2,4,4,18,391,0.0
85147,0,0,1,1,2,5,2,3,2,2,2,2,3,2,5,3,4,2,32,2454,13.0
48583,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,47,3721,0.0
14681,1,0,0,0,4,4,4,4,5,1,5,5,5,5,5,4,5,4,36,2350,3.0
42049,0,0,0,0,1,1,1,1,1,5,3,4,4,4,4,5,4,3,41,147,0.0
24369,0,0,0,0,2,2,2,2,2,5,5,4,4,4,4,3,4,4,43,373,0.0
104936,1,0,1,1,2,5,2,4,1,2,1,1,4,5,5,4,4,1,67,2227,0.0
114178,0,0,0,1,4,1,1,1,4,4,4,4,3,3,4,4,4,4,39,481,0.0
120510,1,1,0,0,3,2,2,4,1,3,1,1,5,4,2,4,3,1,54,226,0.0
9831,1,0,0,0,1,1,1,1,3,4,4,4,4,4,4,4,4,5,56,299,17.0
54606,0,0,1,1,1,4,1,1,4,1,4,2,2,1,2,5,2,3,60,109,0.0
86543,1,0,0,0,1,1,1,1,4,3,3,1,1,1,1,4,1,3,51,1499,-11.0
72898,1,1,0,0,5,0,5,3,5,5,5,5,3,5,5,4,4,5,23,1344,-13.0
38491,1,0,0,0,3,3,3,3,3,4,4,4,4,5,4,5,4,4,45,696,0.0
40961,0,1,0,0,0,0,0,1,1,0,1,1,4,2,4,4,4,1,29,986,0.0
64743,0,0,0,0,2,4,1,1,2,4,4,2,2,2,2,3,2,4,62,746,0.0
90636,0,1,0,1,2,2,2,4,2,2,2,2,1,4,2,1,3,2,31,779,-13.0
82484,1,0,0,0,5,1,5,5,2,2,2,2,5,4,5,5,5,2,27,1400,0.0
122614,1,0,0,0,5,5,5,5,2,5,5,4,4,4,4,5,4,3,43,2904,0.0
72027,0,0,0,1,1,2,2,2,2,3,4,1,1,1,1,1,1,4,69,340,13.0
57168,0,0,1,1,4,5,4,3,2,4,4,1,1,4,1,4,1,4,45,640,-1.0
3173,1,0,0,0,3,1,1,1,2,3,3,3,3,3,3,4,3,1,38,3427,-18.0
83134,0,0,0,0,5,4,5,5,3,4,4,4,4,4,4,4,4,4,56,102,-3.0
19978,1,0,0,0,3,1,1,1,3,3,3,3,3,4,3,3,4,3,30,266,0.0
79896,1,0,0,0,1,1,1,1,4,4,4,4,4,3,4,3,5,4,23,989,-9.0
83023,1,0,0,0,5,5,5,5,3,5,5,5,5,5,5,5,5,5,47,2399,0.0
34292,1,0,1,0,3,4,3,1,4,3,4,4,5,3,4,5,4,4,18,606,-10.0
105049,1,1,0,1,3,3,3,3,1,3,1,1,4,2,4,4,3,1,37,591,18.0
125425,0,0,0,0,5,5,5,5,5,5,4,4,4,4,5,3,4,4,35,139,0.0
22886,0,0,0,2,4,3,3,3,4,5,5,4,4,4,4,2,4,5,66,281,2.0
70397,1,0,0,0,5,5,5,5,2,5,5,4,4,4,4,5,4,3,47,631,-13.0
98842,0,0,0,0,3,3,4,3,2,4,4,4,4,4,4,4,4,4,42,937,0.0
52932,1,1,0,0,1,1,1,4,1,2,2,4,1,3,3,2,2,2,31,1069,49.0
87738,0,0,0,0,4,4,4,4,2,2,2,4,4,4,4,5,4,5,39,805,23.0
24568,1,0,0,0,1,5,5,5,3,3,1,3,2,4,4,2,3,3,28,2986,0.0
100191,1,0,1,1,2,2,2,3,2,2,2,2,4,1,4,1,3,2,24,726,0.0
106814,1,0,1,1,1,4,2,5,3,2,3,3,5,2,4,5,4,3,27,1562,0.0
45210,1,0,0,0,2,1,1,1,3,2,1,2,2,2,2,1,2,3,47,2708,0.0
117052,0,0,0,0,5,5,5,5,1,5,4,4,4,4,4,4,4,1,40,851,18.0
38171,1,0,0,0,3,3,3,3,3,5,5,4,4,4,4,5,4,5,36,2220,0.0
111577,0,0,1,1,2,4,2,4,4,2,1,4,4,5,5,3,5,4,10,956,0.0
75700,0,1,0,1,1,1,1,3,5,1,5,5,2,3,3,4,3,5,22,1337,-6.0
28622,0,0,0,0,5,5,5,5,4,3,2,5,5,5,5,5,5,3,57,110,-1.0
118758,0,1,0,1,2,2,2,2,2,2,2,2,4,4,4,2,1,2,27,1091,0.0
33216,0,0,0,0,2,3,3,3,2,2,2,2,4,4,3,4,4,2,17,3550,0.0
75894,1,0,1,2,4,5,4,2,4,4,1,4,1,5,1,2,1,4,69,862,0.0
91274,1,0,1,1,4,5,4,4,4,4,4,4,5,5,4,3,4,4,28,1129,1.0
129375,0,1,0,2,3,3,3,3,2,3,5,2,1,5,3,4,3,2,47,491,0.0
71520,0,0,0,0,4,4,4,4,5,4,5,5,5,5,5,4,5,5,49,853,-9.0
71771,0,0,0,1,3,3,3,3,3,3,3,3,4,5,3,1,3,3,38,544,-12.0
21608,1,0,1,2,3,4,3,2,3,3,3,3,1,1,1,5,1,3,44,1428,0.0
30938,0,0,0,0,2,2,2,2,2,3,4,4,4,4,4,3,4,4,39,1756,0.0
61531,1,0,1,1,0,3,0,1,5,0,3,5,1,5,1,3,2,5,46,908,0.0
8930,0,0,0,0,1,1,1,1,4,5,4,4,4,4,4,3,4,5,41,2047,0.0
71538,1,0,1,1,3,5,4,1,4,4,4,4,1,5,4,4,4,4,7,680,-21.0
72424,1,0,0,1,2,5,5,5,2,2,2,2,1,5,2,2,3,2,23,147,0.0
94905,0,0,1,1,2,4,2,4,5,4,5,4,4,2,4,3,4,3,50,356,0.0
112388,1,0,0,0,2,3,3,3,2,2,2,2,4,4,3,4,3,2,31,2097,0.0
56032,1,0,0,0,3,3,3,3,5,5,4,3,3,4,3,3,3,5,51,3529,0.0
91067,1,0,0,0,1,1,1,1,5,5,5,3,3,3,3,3,3,3,54,928,33.0
106484,1,0,1,1,4,4,5,1,5,5,5,5,2,5,4,3,1,5,45,937,-6.0
8790,0,0,0,1,4,3,3,3,4,4,3,4,5,1,5,4,4,4,25,646,-5.0
72550,1,0,1,1,4,1,5,3,5,5,5,5,2,1,4,4,3,5,45,1120,0.0
67499,1,0,0,0,4,4,4,4,2,4,5,4,4,4,4,5,4,5,41,679,-1.0
6835,1,0,0,0,2,4,4,4,2,2,2,2,2,2,2,2,2,4,63,337,5.0
95441,1,0,1,1,1,5,1,4,3,1,3,3,5,3,5,5,5,3,15,1119,-1.0
117187,0,0,1,1,2,4,2,1,5,4,4,1,1,2,1,5,1,3,68,2384,0.0
116312,0,0,0,0,3,4,4,4,3,3,3,3,2,5,3,1,3,3,24,2751,0.0
78143,0,0,0,1,3,2,2,2,4,4,4,4,4,3,4,1,4,2,76,650,0.0
4027,1,0,0,0,5,5,5,5,4,4,4,4,4,5,4,5,4,4,30,1739,10.0
15660,0,0,0,0,4,4,4,4,4,4,5,4,4,4,4,3,4,4,49,577,0.0
51645,0,0,1,2,1,3,1,3,2,3,4,3,3,1,3,2,3,4,44,200,0.0
52819,0,0,0,0,5,5,5,5,2,4,5,5,5,5,5,4,5,3,53,1939,21.0
69949,1,0,0,1,4,1,1,1,4,4,4,4,5,5,3,4,4,4,32,160,0.0
1622,1,0,0,0,2,2,4,2,5,5,5,5,5,2,5,3,5,5,29,594,4.0
114833,0,0,1,1,3,0,3,5,1,3,1,1,5,3,4,3,4,1,40,221,1.0
65678,0,1,0,0,4,3,4,3,5,4,5,5,1,2,4,4,4,5,17,227,11.0
32073,1,1,0,0,3,2,2,3,2,2,2,2,3,4,5,3,5,2,38,148,-7.0
92267,0,0,1,2,4,5,4,1,4,3,3,4,2,4,4,3,5,3,56,319,14.0
96337,0,0,0,0,3,3,3,3,5,5,4,4,4,4,4,3,4,5,44,991,0.0
96056,0,0,0,0,3,4,3,3,2,4,4,4,4,4,4,3,4,3,53,3375,1.0
